customer_id,age,gender,location,income_bracket,total_purchases,avg_purchase_value,purchase_frequency,last_purchase_date,preferred_payment,frequent_categories,premium_product_affinity,brand_loyalty_score,website_visits_30d,avg_session_duration,cart_abandonment_rate,email_engagement_rate,customer_lifetime_value,churn_risk_score,satisfaction_score,promotion_response_rate,discount_sensitivity
CUST000281,36,M,Chicago,Medium,6,113.3,1.13,2023-12-23,PayPal,"['Sports', 'Beauty', 'Books']",0.005,0.554,0,8.88,0.593,0.519,683.41,0.163,3.78,0.117,0.409
CUST000282,42,F,San Diego,Low,4,84.77,0.64,2024-01-15,Bank Transfer,"['Home & Garden', 'Sports']",0.047,0.158,9,0.58,0.553,0.791,355.1,0.311,3.65,0.798,0.596
CUST000283,54,F,Dallas,High,7,168.66,0.81,2023-11-20,Debit Card,['Beauty'],0.711,0.492,6,3.36,0.143,0.306,2020.0,0.105,4.06,0.188,0.83
CUST000284,20,F,Chicago,Medium,6,115.7,0.62,2023-10-22,PayPal,"['Books', 'Electronics', 'Sports']",0.264,0.473,3,0.77,0.449,0.571,877.34,0.202,4.23,0.116,0.433
CUST000285,60,M,Chicago,Medium,12,56.83,0.69,2024-01-15,Debit Card,['Clothing'],0.149,0.558,10,3.04,0.277,0.886,783.58,0.154,3.84,0.724,0.409
CUST000286,18,M,Los Angeles,Low,7,136.05,0.34,2023-12-11,Credit Card,"['Books', 'Electronics', 'Home & Garden']",0.15,0.847,8,2.88,0.281,0.047,1095.13,0.265,4.3,0.366,0.866
CUST000287,33,F,San Diego,Low,11,143.43,1.06,2024-01-16,Bank Transfer,['Beauty'],0.091,0.966,5,5.26,0.361,0.049,1721.16,0.038,3.67,0.629,0.407
CUST000288,42,F,San Jose,Medium,5,105.76,1.25,2024-01-01,Credit Card,"['Electronics', 'Food']",0.589,0.558,9,10.01,0.262,0.377,840.17,0.26,2.85,0.163,0.078
CUST000289,38,Other,New York,Low,9,119.99,0.24,2023-11-06,PayPal,"['Sports', 'Electronics']",0.219,0.434,3,3.68,0.162,0.235,1316.28,0.208,4.11,0.817,0.652
CUST000290,27,M,San Diego,Medium,5,105.11,0.5,2023-12-13,Debit Card,"['Clothing', 'Sports']",0.172,0.612,16,2.69,0.38,0.733,616.14,0.213,3.86,0.793,0.676
CUST000291,32,F,San Antonio,Low,10,157.45,0.85,2023-10-24,Credit Card,"['Home & Garden', 'Electronics', 'Books']",0.232,0.873,11,2.29,0.313,0.351,1940.0,0.337,4.06,0.57,0.722
CUST000292,29,M,San Antonio,Medium,6,149.11,2.37,2023-10-22,Credit Card,"['Sports', 'Beauty']",0.183,0.793,6,2.31,0.512,0.507,1058.2,0.102,4.39,0.143,0.554
CUST000293,27,M,Chicago,High,6,43.06,0.33,2023-11-06,Debit Card,"['Home & Garden', 'Books']",0.095,0.714,8,6.21,0.518,0.749,282.98,0.271,3.88,0.704,0.45
CUST000294,45,F,New York,Medium,4,40.75,0.64,2024-01-16,Bank Transfer,"['Food', 'Home & Garden']",0.196,0.682,4,1.02,0.175,0.716,194.97,0.173,3.39,0.543,0.586
CUST000295,39,F,Houston,Medium,4,85.48,0.56,2023-10-25,PayPal,['Food'],0.516,0.547,9,8.62,0.234,0.179,518.39,0.249,3.7,0.535,0.653
CUST000296,26,Other,Dallas,Low,6,132.32,1.02,2023-12-15,Bank Transfer,['Food'],0.201,0.856,3,1.75,0.239,0.565,953.56,0.062,4.71,0.907,0.561
CUST000297,45,M,Phoenix,Low,4,154.88,0.33,2023-12-22,PayPal,['Home & Garden'],0.154,0.716,7,5.97,0.041,0.642,715.19,0.114,4.22,0.751,0.338
CUST000298,38,M,New York,Medium,8,79.19,0.48,2023-12-12,PayPal,['Clothing'],0.232,0.474,2,2.48,0.493,0.878,780.34,0.086,4.58,0.556,0.67
CUST000299,44,F,Phoenix,Medium,2,84.45,3.09,2023-11-08,Credit Card,['Clothing'],0.318,0.742,1,2.54,0.149,0.244,222.67,0.384,3.76,0.475,0.682
CUST000300,42,F,San Diego,Medium,2,81.34,0.11,2023-12-27,Debit Card,['Electronics'],0.486,0.82,3,0.44,0.697,0.545,241.71,0.184,4.37,0.629,0.367
CUST000301,25,M,San Diego,Low,11,89.97,0.78,2023-11-11,Bank Transfer,['Electronics'],0.116,0.895,2,10.08,0.377,0.485,1104.75,0.383,4.48,0.845,0.905
CUST000302,28,M,Phoenix,Low,5,100.34,0.81,2024-01-04,Credit Card,"['Books', 'Electronics']",0.279,0.415,15,3.21,0.346,0.355,641.51,0.13,3.23,0.443,0.386
CUST000303,43,M,Dallas,Low,9,75.2,0.57,2023-12-26,Credit Card,"['Beauty', 'Clothing']",0.289,0.346,8,3.93,0.328,0.113,872.28,0.109,4.15,0.86,0.373
CUST000304,42,F,New York,High,7,81.22,1.74,2023-12-05,Credit Card,"['Beauty', 'Books', 'Food']",0.372,0.665,11,1.05,0.2,0.251,780.11,0.297,4.1,0.752,0.819
CUST000305,34,M,Houston,Low,4,110.9,0.95,2023-10-21,Bank Transfer,"['Food', 'Clothing']",0.518,0.567,4,2.79,0.192,0.192,673.57,0.325,3.41,0.313,0.657
CUST000306,36,M,Chicago,Medium,2,49.57,2.53,2023-11-14,Credit Card,['Sports'],0.115,0.71,4,3.08,0.451,0.534,110.55,0.221,3.42,0.384,0.463
CUST000307,50,M,Los Angeles,Low,3,198.57,0.15,2023-10-31,Debit Card,['Beauty'],0.505,0.824,1,1.94,0.156,0.442,896.5,0.375,5.0,0.984,0.628
CUST000308,27,M,San Diego,Medium,3,220.53,1.13,2023-11-01,Credit Card,"['Food', 'Home & Garden', 'Books']",0.367,0.35,24,3.6,0.322,0.609,904.14,0.213,4.09,0.549,0.123
CUST000309,41,M,San Antonio,Medium,4,130.73,1.01,2023-11-18,Credit Card,"['Electronics', 'Clothing']",0.374,0.843,6,2.73,0.489,0.169,718.3,0.165,4.63,0.714,0.158
CUST000310,32,F,Dallas,High,8,165.33,1.21,2023-10-25,PayPal,"['Beauty', 'Electronics']",0.32,0.312,9,1.22,0.682,0.267,1746.06,0.133,4.37,0.818,0.847
CUST000311,32,M,Los Angeles,High,4,60.23,1.64,2023-11-24,Credit Card,"['Clothing', 'Books', 'Sports']",0.346,0.398,5,3.01,0.658,0.392,324.38,0.101,4.03,0.373,0.595
CUST000312,48,F,Houston,Medium,3,70.21,2.09,2023-11-08,Bank Transfer,['Beauty'],0.136,0.554,24,5.86,0.14,0.35,239.33,0.251,3.49,0.512,0.632
CUST000313,44,M,Philadelphia,High,5,25.78,2.83,2023-10-25,Bank Transfer,['Electronics'],0.184,0.586,2,2.42,0.141,0.263,152.63,0.234,4.32,0.182,0.306
CUST000314,44,F,Chicago,High,7,95.43,0.27,2023-11-29,Debit Card,['Food'],0.211,0.981,4,4.72,0.033,0.404,809.19,0.646,4.0,0.075,0.433
CUST000315,50,F,San Diego,High,7,96.74,1.15,2024-01-06,Bank Transfer,['Home & Garden'],0.35,0.678,5,5.87,0.177,0.5,914.27,0.318,4.08,0.814,0.315
CUST000316,35,F,Chicago,High,7,105.87,1.81,2023-10-31,Bank Transfer,"['Sports', 'Food', 'Home & Garden']",0.226,0.722,4,5.43,0.277,0.283,908.28,0.243,4.14,0.331,0.499
CUST000317,43,F,Los Angeles,Low,2,39.24,0.77,2024-01-03,Credit Card,"['Home & Garden', 'Beauty']",0.32,0.7,0,2.46,0.231,0.476,103.59,0.389,4.18,0.217,0.212
CUST000318,31,M,Chicago,Medium,2,91.99,0.36,2024-01-01,Debit Card,['Food'],0.088,0.923,9,4.79,0.344,0.237,200.17,0.646,4.27,0.152,0.124
CUST000319,38,M,Philadelphia,Low,13,108.53,0.37,2023-12-15,Bank Transfer,"['Home & Garden', 'Books']",0.679,0.612,5,5.57,0.436,0.305,2369.32,0.263,3.55,0.3,0.582
CUST000320,33,F,Los Angeles,Low,3,116.1,0.46,2023-12-14,Debit Card,"['Sports', 'Food']",0.36,0.667,17,4.7,0.522,0.303,473.81,0.474,4.35,0.616,0.352
CUST000321,36,Other,San Diego,High,7,71.66,1.07,2023-12-10,Debit Card,['Sports'],0.245,0.691,8,6.99,0.272,0.608,624.67,0.544,4.37,0.154,0.709
CUST000322,42,F,New York,Medium,4,211.89,0.48,2023-11-01,PayPal,['Sports'],0.341,0.566,6,0.58,0.37,0.525,1136.23,0.438,4.1,0.608,0.749
CUST000323,25,F,San Antonio,Medium,9,84.08,0.85,2023-11-24,PayPal,['Books'],0.191,0.368,7,3.85,0.168,0.331,901.36,0.217,4.3,0.459,0.778
CUST000324,60,F,Los Angeles,High,1,99.89,0.2,2023-11-20,Credit Card,"['Electronics', 'Clothing']",0.338,0.571,2,5.7,0.371,0.261,133.61,0.482,4.72,0.724,0.654
CUST000325,22,M,San Jose,High,4,79.63,0.2,2024-01-13,Bank Transfer,"['Sports', 'Beauty', 'Food']",0.211,0.076,4,0.66,0.203,0.381,385.63,0.482,4.42,0.186,0.509
CUST000326,20,M,Philadelphia,High,13,72.17,1.3,2023-12-19,Credit Card,['Home & Garden'],0.711,0.696,12,1.12,0.301,0.234,1605.65,0.128,3.43,0.598,0.559
CUST000327,48,F,Los Angeles,Low,10,124.75,0.03,2024-01-14,Credit Card,"['Beauty', 'Clothing']",0.169,0.334,1,3.48,0.585,0.413,1458.86,0.221,3.73,0.578,0.208
CUST000328,44,F,Los Angeles,Low,3,40.15,2.18,2024-01-03,Debit Card,"['Electronics', 'Home & Garden']",0.2,0.296,10,8.03,0.435,0.226,144.51,0.256,3.91,0.708,0.724
CUST000329,42,M,San Jose,Medium,9,128.13,1.08,2023-12-14,Debit Card,['Food'],0.222,0.646,5,5.72,0.435,0.393,1409.17,0.365,3.71,0.138,0.756
CUST000330,42,F,San Diego,Low,9,98.83,0.24,2023-11-05,Debit Card,"['Electronics', 'Clothing', 'Home & Garden']",0.367,0.717,1,2.5,0.159,0.827,1215.96,0.286,3.31,0.569,0.632
CUST000331,34,M,Los Angeles,Low,7,86.17,1.04,2023-11-24,Credit Card,['Food'],0.282,0.349,2,2.37,0.284,0.458,773.06,0.07,4.47,0.635,0.614
CUST000332,24,F,San Antonio,Medium,6,51.14,0.57,2023-11-13,Bank Transfer,['Clothing'],0.049,0.619,8,4.17,0.075,0.423,321.87,0.39,3.6,0.375,0.276
CUST000333,35,M,Chicago,Medium,4,95.17,0.35,2023-11-19,Credit Card,"['Food', 'Clothing', 'Home & Garden']",0.151,0.454,15,2.42,0.329,0.286,438.05,0.24,4.61,0.32,0.337
CUST000334,26,M,San Diego,Medium,3,124.14,1.87,2023-12-25,Credit Card,['Beauty'],0.166,0.759,10,2.89,0.183,0.176,434.16,0.31,3.19,0.517,0.501
CUST000335,46,F,San Antonio,Medium,15,100.69,1.22,2023-12-27,Credit Card,['Beauty'],0.398,0.432,2,0.55,0.371,0.292,2111.04,0.211,4.39,0.701,0.688
CUST000336,33,M,San Diego,Medium,4,90.67,0.5,2023-12-05,PayPal,"['Clothing', 'Beauty', 'Food']",0.051,0.65,8,6.6,0.509,0.702,381.26,0.323,4.43,0.441,0.148
CUST000337,25,F,San Antonio,Low,4,83.42,0.42,2023-12-17,PayPal,"['Electronics', 'Sports']",0.508,0.769,11,1.76,0.534,0.212,503.37,0.106,4.12,0.727,0.333
CUST000338,31,F,Philadelphia,Low,8,75.89,2.62,2023-10-27,Bank Transfer,"['Food', 'Home & Garden']",0.433,0.171,4,3.72,0.335,0.112,870.2,0.279,3.87,0.153,0.544
CUST000339,39,F,San Antonio,Medium,5,53.04,1.1,2023-11-28,PayPal,"['Sports', 'Food']",0.537,0.579,1,4.87,0.116,0.176,407.61,0.038,3.99,0.722,0.123
CUST000340,28,M,Phoenix,Medium,5,123.07,0.86,2023-10-25,Credit Card,"['Beauty', 'Books']",0.324,0.599,6,6.8,0.288,0.501,814.82,0.505,4.01,0.706,0.83
CUST000341,25,M,San Antonio,Medium,3,103.82,0.41,2024-01-15,PayPal,"['Home & Garden', 'Beauty']",0.187,0.471,6,6.41,0.64,0.208,369.64,0.545,4.23,0.401,0.503
CUST000342,37,M,New York,Low,3,126.56,0.41,2023-11-09,PayPal,['Electronics'],0.105,0.628,15,2.18,0.648,0.107,419.42,0.34,3.91,0.659,0.72
CUST000343,37,Other,New York,High,3,75.27,3.11,2023-12-17,Credit Card,"['Clothing', 'Food', 'Books']",0.409,0.374,4,9.83,0.127,0.321,318.07,0.397,3.98,0.141,0.422
CUST000344,28,F,Dallas,Medium,8,86.3,1.34,2024-01-16,Bank Transfer,"['Food', 'Electronics']",0.144,0.917,9,2.02,0.257,0.319,789.84,0.342,4.17,0.365,0.88
CUST000345,29,F,Phoenix,Medium,2,51.55,0.8,2023-10-22,PayPal,"['Books', 'Clothing', 'Food']",0.621,0.262,10,1.89,0.027,0.659,167.12,0.692,4.01,0.813,0.689
CUST000346,37,F,Phoenix,Medium,6,41.32,0.22,2023-11-20,Credit Card,"['Electronics', 'Books']",0.06,0.814,34,2.69,0.446,0.447,262.81,0.485,3.56,0.256,0.736
CUST000347,18,F,Chicago,High,8,97.43,0.54,2023-11-06,Credit Card,['Home & Garden'],0.052,0.688,6,5.08,0.709,0.114,820.31,0.596,3.61,0.57,0.321
CUST000348,18,F,Phoenix,Medium,7,29.62,1.1,2023-11-02,Credit Card,"['Home & Garden', 'Beauty']",0.138,0.683,6,6.39,0.142,0.708,235.89,0.306,3.96,0.73,0.545
CUST000349,26,M,Chicago,Medium,4,108.9,1.81,2024-01-04,Debit Card,"['Beauty', 'Sports']",0.125,0.668,5,12.72,0.295,0.303,490.08,0.549,3.14,0.297,0.461
CUST000350,32,F,Dallas,High,5,70.48,0.91,2023-11-28,Credit Card,"['Food', 'Home & Garden', 'Clothing']",0.381,0.535,6,3.08,0.225,0.778,486.75,0.268,3.93,0.841,0.619
CUST000351,38,M,Dallas,Medium,4,228.82,1.79,2024-01-07,PayPal,"['Food', 'Sports', 'Clothing']",0.438,0.613,13,1.13,0.705,0.053,1316.53,0.065,4.09,0.64,0.241
CUST000352,52,F,Philadelphia,Medium,4,94.42,0.92,2023-11-01,PayPal,['Books'],0.254,0.6,7,8.88,0.447,0.774,473.62,0.531,3.95,0.333,0.271
CUST000353,45,F,New York,Medium,3,120.44,1.69,2023-10-30,Credit Card,"['Beauty', 'Home & Garden', 'Clothing']",0.229,0.635,11,2.87,0.344,0.411,444.12,0.146,4.23,0.828,0.717
CUST000354,33,F,San Antonio,Medium,10,67.6,0.68,2024-01-08,Debit Card,"['Electronics', 'Food', 'Home & Garden']",0.281,0.555,13,1.31,0.339,0.451,865.65,0.331,4.1,0.216,0.364
CUST000355,34,M,San Antonio,Low,4,152.53,1.69,2023-10-26,Debit Card,"['Food', 'Sports', 'Books']",0.248,0.758,1,3.45,0.315,0.333,761.52,0.519,4.43,0.606,0.742
CUST000356,22,M,San Jose,Medium,7,157.96,0.56,2023-10-30,Debit Card,['Electronics'],0.061,0.346,6,5.68,0.433,0.566,1173.07,0.287,4.08,0.616,0.431
CUST000357,34,M,San Jose,High,10,141.54,1.39,2023-11-21,PayPal,['Home & Garden'],0.329,0.63,17,5.78,0.286,0.589,1881.43,0.219,4.97,0.507,0.564
CUST000358,31,M,Houston,High,10,209.13,0.97,2023-12-15,Debit Card,['Sports'],0.028,0.788,3,0.27,0.353,0.15,2149.26,0.185,4.02,0.442,0.891
CUST000359,38,M,San Diego,Medium,6,54.79,0.07,2023-10-30,Bank Transfer,"['Beauty', 'Electronics', 'Clothing']",0.408,0.877,4,7.93,0.42,0.169,462.86,0.383,4.38,0.737,0.549
CUST000360,25,F,Philadelphia,Medium,3,124.49,0.44,2023-11-01,Bank Transfer,"['Sports', 'Clothing', 'Home & Garden']",0.203,0.553,12,3.52,0.366,0.408,449.19,0.479,3.91,0.359,0.095
CUST000361,41,F,Houston,Low,7,64.39,3.86,2023-11-26,Debit Card,['Home & Garden'],0.049,0.908,5,3.06,0.744,0.32,472.83,0.166,4.02,0.595,0.496
CUST000362,53,M,Houston,High,4,55.97,1.21,2023-12-21,Bank Transfer,"['Clothing', 'Electronics', 'Sports']",0.376,0.23,14,1.92,0.444,0.354,307.99,0.287,3.53,0.861,0.479
CUST000363,33,M,Los Angeles,High,4,92.04,0.54,2023-12-31,Credit Card,"['Books', 'Food', 'Home & Garden']",0.435,0.674,4,1.18,0.365,0.431,528.25,0.329,3.95,0.357,0.575
CUST000364,39,M,Los Angeles,Medium,3,104.16,0.21,2023-12-23,Debit Card,"['Food', 'Clothing']",0.361,0.706,10,9.23,0.383,0.226,425.22,0.477,3.59,0.416,0.184
CUST000365,43,F,Houston,High,6,89.05,0.89,2024-01-11,Debit Card,['Food'],0.161,0.641,12,9.79,0.339,0.378,620.58,0.222,4.57,0.674,0.644
CUST000366,30,F,Phoenix,Medium,4,48.43,1.2,2023-12-04,Debit Card,['Home & Garden'],0.3,0.552,5,3.66,0.269,0.171,251.79,0.271,4.09,0.715,0.36
CUST000367,37,F,San Diego,Medium,6,96.28,0.54,2023-12-04,Credit Card,"['Beauty', 'Books', 'Food']",0.582,0.761,7,2.24,0.615,0.789,913.66,0.403,4.29,0.74,0.622
CUST000368,35,F,Philadelphia,Low,3,92.67,1.02,2023-11-08,Credit Card,"['Home & Garden', 'Sports', 'Beauty']",0.408,0.398,0,5.78,0.03,0.566,391.4,0.13,3.13,0.687,0.619
CUST000369,36,Other,Houston,Medium,9,57.05,1.88,2023-12-14,Debit Card,"['Home & Garden', 'Beauty']",0.295,0.242,2,0.34,0.271,0.266,664.84,0.203,3.19,0.901,0.666
CUST000370,25,F,San Antonio,Medium,4,171.35,0.38,2023-11-27,PayPal,['Electronics'],0.397,0.665,6,4.5,0.455,0.697,957.24,0.41,3.84,0.691,0.609
CUST000371,35,M,San Diego,Medium,6,200.45,0.52,2023-12-28,PayPal,['Home & Garden'],0.01,0.541,11,9.8,0.355,0.765,1214.94,0.399,3.29,0.674,0.476
CUST000372,40,F,Los Angeles,Medium,4,99.11,0.17,2023-12-21,Bank Transfer,"['Beauty', 'Clothing', 'Electronics']",0.117,0.532,2,2.43,0.373,0.398,442.7,0.556,2.59,0.42,0.687
CUST000373,52,M,San Antonio,High,4,141.78,1.95,2023-12-05,Credit Card,['Home & Garden'],0.053,0.416,6,10.57,0.437,0.289,597.4,0.151,4.4,0.754,0.179
CUST000374,46,F,Los Angeles,Low,6,22.57,0.61,2023-10-30,Bank Transfer,"['Clothing', 'Electronics', 'Books']",0.61,0.685,8,5.37,0.526,0.039,218.06,0.108,4.16,0.258,0.817
CUST000375,60,M,Los Angeles,Medium,5,93.17,2.45,2023-11-23,Bank Transfer,"['Clothing', 'Electronics']",0.397,0.799,8,3.39,0.443,0.826,650.58,0.048,3.6,0.457,0.663
CUST000376,25,F,San Diego,Medium,1,148.95,0.05,2024-01-08,Debit Card,"['Books', 'Food', 'Electronics']",0.184,0.934,7,3.61,0.656,0.422,176.35,0.192,4.06,0.374,0.56
CUST000377,45,F,Los Angeles,Medium,10,94.16,1.06,2023-12-26,PayPal,"['Clothing', 'Home & Garden']",0.372,0.768,5,1.4,0.06,0.259,1291.81,0.657,4.92,0.58,0.549
CUST000378,37,F,Dallas,Medium,6,88.69,1.27,2023-12-01,Bank Transfer,"['Home & Garden', 'Books', 'Beauty']",0.319,0.726,5,2.01,0.607,0.538,701.75,0.467,3.54,0.261,0.461
CUST000379,61,F,New York,Low,14,125.5,1.21,2023-11-27,Debit Card,"['Books', 'Electronics']",0.105,0.683,0,3.39,0.209,0.316,1940.75,0.433,4.46,0.307,0.333
CUST000380,25,M,Dallas,Low,5,230.11,1.53,2024-01-03,Credit Card,"['Sports', 'Beauty']",0.347,0.701,3,1.86,0.303,0.764,1549.95,0.173,3.77,0.563,0.518
CUST000381,24,M,New York,Medium,9,108.58,0.98,2023-11-24,Bank Transfer,['Clothing'],0.173,0.393,2,5.61,0.455,0.448,1146.4,0.457,3.69,0.522,0.378
CUST000382,27,M,San Jose,Medium,3,99.58,0.93,2023-12-06,PayPal,"['Books', 'Sports', 'Electronics']",0.218,0.854,13,7.32,0.212,0.658,363.83,0.198,3.37,0.451,0.526
CUST000383,18,M,San Jose,Low,11,163.52,0.18,2023-11-29,Credit Card,['Electronics'],0.162,0.658,12,1.87,0.422,0.352,2090.15,0.203,4.07,0.751,0.161
CUST000384,28,F,Los Angeles,Medium,8,114.65,0.76,2024-01-12,Debit Card,['Clothing'],0.304,0.384,12,6.16,0.363,0.135,1196.41,0.283,4.4,0.468,0.752
CUST000385,25,M,Philadelphia,Medium,4,189.48,0.95,2023-12-16,Credit Card,"['Clothing', 'Sports', 'Electronics']",0.139,0.785,3,2.79,0.142,0.224,863.45,0.384,4.16,0.29,0.295
CUST000386,36,Other,Philadelphia,Medium,7,56.49,0.45,2023-11-17,Bank Transfer,['Beauty'],0.057,0.672,0,1.85,0.311,0.51,418.13,0.572,3.89,0.573,0.47
CUST000387,39,F,New York,High,8,56.87,0.4,2023-11-24,Credit Card,['Sports'],0.318,0.891,17,5.3,0.169,0.663,599.81,0.154,3.68,0.414,0.34
CUST000388,57,F,San Antonio,Low,7,62.29,1.2,2023-12-10,Credit Card,['Books'],0.339,0.815,2,9.7,0.228,0.226,583.66,0.237,4.87,0.648,0.381
CUST000389,46,M,San Diego,Low,7,137.33,1.43,2024-01-06,Credit Card,"['Beauty', 'Food', 'Clothing']",0.157,0.748,2,4.96,0.091,0.388,1112.53,0.113,3.72,0.369,0.296
CUST000390,28,F,Los Angeles,Medium,6,108.85,0.42,2023-12-18,PayPal,['Electronics'],0.551,0.934,2,5.52,0.452,0.486,1013.18,0.325,3.72,0.658,0.398
CUST000391,24,F,San Diego,Medium,5,82.87,0.69,2023-11-05,Bank Transfer,['Beauty'],0.536,0.373,6,7.77,0.202,0.436,636.61,0.596,3.22,0.777,0.502
CUST000392,40,F,Dallas,Medium,9,109.2,1.08,2023-11-26,Debit Card,['Food'],0.026,0.715,18,3.25,0.422,0.577,1008.85,0.29,4.88,0.521,0.782
CUST000393,19,F,Philadelphia,High,5,146.47,0.46,2023-12-15,PayPal,"['Beauty', 'Clothing', 'Sports']",0.543,0.783,4,5.42,0.158,0.337,1129.99,0.319,3.15,0.791,0.389
CUST000394,56,F,Phoenix,High,5,80.84,0.82,2023-12-08,Bank Transfer,"['Books', 'Electronics']",0.346,0.718,12,2.44,0.432,0.251,544.22,0.449,4.48,0.923,0.605
CUST000395,49,M,Dallas,High,3,129.97,1.0,2024-01-08,Debit Card,"['Home & Garden', 'Sports']",0.362,0.831,8,1.67,0.066,0.505,530.97,0.081,4.3,0.242,0.554
CUST000396,29,F,Dallas,Medium,4,76.3,2.75,2023-11-27,Debit Card,"['Beauty', 'Sports']",0.142,0.708,11,1.38,0.429,0.301,348.64,0.361,3.76,0.625,0.383
CUST000397,18,M,New York,Medium,9,42.43,0.7,2023-11-04,Debit Card,"['Beauty', 'Food']",0.209,0.313,3,2.31,0.472,0.603,461.68,0.088,4.11,0.273,0.369
CUST000398,51,M,Chicago,Medium,1,94.2,0.14,2023-11-22,Bank Transfer,['Electronics'],0.228,0.846,15,6.62,0.16,0.489,115.66,0.275,4.23,0.693,0.724
CUST000399,33,M,Dallas,Low,3,39.73,0.19,2023-11-01,Debit Card,"['Food', 'Home & Garden', 'Sports']",0.132,0.756,4,3.04,0.429,0.184,134.86,0.55,5.0,0.539,0.625
CUST000400,49,M,Los Angeles,Medium,7,80.26,0.46,2024-01-15,Debit Card,['Electronics'],0.477,0.412,19,5.39,0.194,0.146,829.95,0.075,4.88,0.342,0.404
CUST000401,18,M,Houston,Low,5,100.03,0.62,2023-11-22,PayPal,"['Home & Garden', 'Books', 'Food']",0.222,0.706,5,0.45,0.611,0.225,611.23,0.142,4.37,0.523,0.574
CUST000402,27,M,Houston,High,4,62.54,1.81,2023-12-16,Debit Card,['Electronics'],0.363,0.636,11,5.33,0.474,0.501,340.92,0.167,4.13,0.868,0.344
CUST000403,35,Other,Los Angeles,Medium,6,120.87,0.73,2024-01-11,Credit Card,"['Books', 'Electronics']",0.406,0.65,4,10.45,0.493,0.433,1019.97,0.314,4.33,0.78,0.66
CUST000404,35,F,Chicago,Medium,11,83.81,1.22,2024-01-14,PayPal,"['Electronics', 'Sports']",0.145,0.602,9,7.28,0.286,0.743,1055.61,0.556,4.12,0.63,0.65
CUST000405,29,Other,Chicago,Medium,3,122.55,2.12,2023-12-10,PayPal,"['Books', 'Sports', 'Beauty']",0.138,0.671,6,1.39,0.435,0.542,418.39,0.325,4.18,0.855,0.622
CUST000406,42,M,New York,Low,9,92.72,1.39,2023-12-01,Bank Transfer,['Sports'],0.232,0.646,2,5.73,0.198,0.362,1028.31,0.481,3.67,0.616,0.649
CUST000407,22,M,Philadelphia,Low,4,85.1,0.63,2023-11-05,Debit Card,"['Home & Garden', 'Food']",0.276,0.428,11,4.27,0.29,0.354,434.33,0.055,3.97,0.216,0.353
CUST000408,33,F,San Diego,Medium,1,62.77,0.76,2023-10-31,Credit Card,"['Books', 'Clothing', 'Beauty']",0.178,0.57,28,6.72,0.341,0.884,73.95,0.577,4.39,0.352,0.527
CUST000409,36,M,Chicago,Low,8,94.84,0.83,2024-01-02,Credit Card,['Sports'],0.254,0.248,4,2.16,0.254,0.064,951.49,0.253,4.03,0.362,0.479
CUST000410,41,M,Phoenix,Medium,9,100.4,2.22,2023-12-11,Debit Card,"['Home & Garden', 'Food', 'Electronics']",0.303,0.385,17,14.09,0.298,0.239,1177.67,0.434,4.25,0.602,0.323
CUST000411,43,F,New York,High,4,109.96,1.7,2024-01-14,Debit Card,['Sports'],0.006,0.597,14,6.07,0.25,0.251,442.3,0.21,3.74,0.242,0.426
CUST000412,21,M,San Jose,High,7,105.21,1.63,2024-01-14,Bank Transfer,['Home & Garden'],0.314,0.798,7,9.29,0.384,0.591,967.5,0.219,3.98,0.472,0.357
CUST000413,18,F,San Antonio,Medium,4,48.13,1.15,2023-12-22,Credit Card,['Beauty'],0.248,0.258,2,1.04,0.083,0.431,240.17,0.197,3.38,0.508,0.407
CUST000414,50,F,San Jose,Low,2,143.65,0.98,2023-10-24,PayPal,"['Home & Garden', 'Clothing', 'Beauty']",0.438,0.419,4,1.14,0.386,0.32,413.22,0.145,4.4,0.248,0.405
CUST000415,38,M,New York,High,2,111.73,0.73,2023-10-24,Bank Transfer,"['Books', 'Beauty', 'Sports']",0.205,0.643,4,9.48,0.1,0.683,269.29,0.254,3.12,0.356,0.768
CUST000416,26,M,Dallas,High,1,95.98,0.28,2024-01-01,Bank Transfer,['Clothing'],0.234,0.698,8,3.48,0.268,0.24,118.47,0.164,4.24,0.29,0.594
CUST000417,53,F,San Diego,Low,3,109.44,1.36,2023-11-09,PayPal,"['Books', 'Beauty']",0.31,0.666,3,0.76,0.33,0.092,430.05,0.163,3.32,0.511,0.344
CUST000418,36,M,San Antonio,Medium,6,118.68,0.53,2023-11-25,Bank Transfer,['Home & Garden'],0.325,0.436,10,5.65,0.22,0.208,943.44,0.294,3.53,0.347,0.352
CUST000419,49,M,San Jose,Low,3,204.47,1.51,2024-01-10,Debit Card,"['Food', 'Sports', 'Home & Garden']",0.42,0.79,12,5.16,0.25,0.098,871.01,0.446,3.51,0.357,0.662
CUST000420,35,Other,San Antonio,High,9,71.67,0.11,2023-11-26,PayPal,['Home & Garden'],0.294,0.381,12,10.56,0.283,0.164,834.57,0.476,4.43,0.451,0.527
CUST000421,59,M,Phoenix,High,5,72.61,0.33,2024-01-13,PayPal,"['Electronics', 'Home & Garden', 'Clothing']",0.204,0.528,3,2.31,0.265,0.1,436.99,0.066,3.39,0.532,0.338
CUST000422,56,F,Phoenix,Low,3,54.87,1.66,2023-11-10,Credit Card,['Home & Garden'],0.148,0.767,10,12.41,0.621,0.599,189.04,0.108,3.91,0.266,0.475
